Country,Year,Literacy rate,Source
Honduras,1983,64.00,"OxLAD, with additional source notes"
Honduras,1982,63.00,"OxLAD, with additional source notes"
Honduras,1981,62.00,"OxLAD, with additional source notes"
Honduras,1980,61.00,"OxLAD, with additional source notes"
Honduras,1979,61.00,"OxLAD, with additional source notes"
Honduras,1978,60.00,"OxLAD, with additional source notes"
Honduras,1977,59.00,"OxLAD, with additional source notes"
Honduras,1976,58.00,"OxLAD, with additional source notes"
Honduras,1975,58.00,"OxLAD, with additional source notes"
Honduras,1974,57.00,"OxLAD, with additional source notes"
Honduras,1973,56.00,"OxLAD, with additional source notes"
Honduras,1972,55.00,"OxLAD, with additional source notes"
Honduras,1971,54.00,"OxLAD, with additional source notes"
Honduras,1970,53.00,"OxLAD, with additional source notes"
Honduras,1960,44.00,"OxLAD, with additional source notes"
Honduras,1950,40.00,"OxLAD, with additional source notes"
Honduras,1940,35.00,"OxLAD, with additional source notes"
Honduras,1930,33.00,"OxLAD, with additional source notes"
Honduras,1920,32.00,"OxLAD, with additional source notes"
Honduras,1910,30.00,"OxLAD, with additional source notes"
Honduras,1900,28.00,"OxLAD, with additional source notes"
Hong Kong,2002,93.50,CIA World Factbook (2016)
Hungary,2015,99.38,World Bank (WDI)
Hungary,2014,99.05,World Bank (WDI)
Hungary,2004,99.03,World Bank (WDI)
Hungary,1994,98.98,World Bank (WDI)
Hungary,1980,98.86,World Bank (WDI)
IBRD only,2010,87.33,World Bank (WDI)
IBRD only,2000,82.56,World Bank (WDI)
IBRD only,1990,73.64,World Bank (WDI)
IDA & IBRD total,2010,82.39,World Bank (WDI)
IDA & IBRD total,2000,77.91,World Bank (WDI)
IDA & IBRD total,1990,69.86,World Bank (WDI)
IDA blend,2010,69.03,World Bank (WDI)
IDA blend,1990,63.29,World Bank (WDI)
IDA only,2010,61.65,World Bank (WDI)
IDA only,2000,55.45,World Bank (WDI)
IDA only,1990,48.30,World Bank (WDI)
IDA total,2010,64.43,World Bank (WDI)
IDA total,2000,59.47,World Bank (WDI)
IDA total,1990,54.14,World Bank (WDI)
Iceland,2003,99.00,CIA World Factbook (2016)
India,2015,72.23,World Bank (WDI)
India,2011,69.30,World Bank (WDI)
India,2006,62.75,World Bank (WDI)
India,2001,61.01,World Bank (WDI)
India,1991,48.22,World Bank (WDI)
India,1981,40.76,World Bank (WDI)
Indonesia,2015,95.44,World Bank (WDI)
Indonesia,2014,95.12,World Bank (WDI)
Indonesia,2011,92.81,World Bank (WDI)
Indonesia,2009,92.58,World Bank (WDI)
Indonesia,2008,92.19,World Bank (WDI)
Indonesia,2006,91.98,World Bank (WDI)
Indonesia,2004,90.38,World Bank (WDI)
Indonesia,1990,81.52,World Bank (WDI)
Indonesia,1980,67.31,World Bank (WDI)
Iran,2015,87.17,World Bank (WDI)
Iran,2013,84.63,World Bank (WDI)
Iran,2012,83.63,World Bank (WDI)
Iran,2008,82.96,World Bank (WDI)
Iran,2006,82.33,World Bank (WDI)
Iran,2005,82.44,World Bank (WDI)
Iran,2002,77.00,World Bank (WDI)
Iran,1996,73.06,World Bank (WDI)
Iran,1991,65.53,World Bank (WDI)
Iran,1986,52.32,World Bank (WDI)
Iran,1976,36.52,World Bank (WDI)
Iraq,2015,79.72,World Bank (WDI)
Iraq,2014,79.52,World Bank (WDI)
Iraq,2000,74.05,World Bank (WDI)
Ireland,2003,99.00,CIA World Factbook (2016)
Ireland,1750,21.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Ireland,1650,3.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Ireland,1550,0.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Ireland,1475,0.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Israel,2004,97.10,CIA World Factbook (2016)
Israel,1983,91.75,World Bank (WDI)
Italy,2015,99.02,World Bank (WDI)
Italy,2011,98.85,World Bank (WDI)
Italy,2001,98.42,World Bank (WDI)
Italy,1981,96.46,World Bank (WDI)
Italy,1870,32.00,Broadberry and O'Rourke (2010)
Italy,1820,22.00,Broadberry and O'Rourke (2010)
Italy,1750,23.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Italy,1650,23.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Italy,1550,18.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Italy,1475,15.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Jamaica,2015,88.50,World Bank (WDI)
Jamaica,2014,88.13,World Bank (WDI)
Jamaica,1999,79.92,World Bank (WDI)
Japan,2002,99.00,CIA World Factbook (2016)
Jordan,2015,98.01,World Bank (WDI)
Jordan,2012,97.89,World Bank (WDI)
Jordan,2011,95.90,World Bank (WDI)
Jordan,2010,92.55,World Bank (WDI)
Jordan,2007,92.20,World Bank (WDI)
Jordan,2005,91.13,World Bank (WDI)
Jordan,2003,89.89,World Bank (WDI)
Jordan,1979,66.80,World Bank (WDI)
Kazakhstan,2015,99.79,World Bank (WDI)
Kazakhstan,2009,99.73,World Bank (WDI)
Kazakhstan,1999,99.51,World Bank (WDI)
Kazakhstan,1989,97.53,World Bank (WDI)
Kenya,2015,78.02,World Bank (WDI)
Kenya,2007,72.16,World Bank (WDI)
Kenya,2000,82.23,World Bank (WDI)
Kosovo,2007,91.90,CIA World Factbook (2016)
Kuwait,2015,96.12,World Bank (WDI)
Kuwait,2013,95.59,World Bank (WDI)
Kuwait,2012,95.51,World Bank (WDI)
Kuwait,2008,93.91,World Bank (WDI)
Kuwait,2007,93.66,World Bank (WDI)
Kuwait,2006,93.28,World Bank (WDI)
Kuwait,2005,93.27,World Bank (WDI)
Kuwait,1995,78.40,World Bank (WDI)
Kuwait,1985,74.49,World Bank (WDI)
Kuwait,1980,67.52,World Bank (WDI)
Kuwait,1975,59.56,World Bank (WDI)
Kyrgyzstan,2015,99.50,World Bank (WDI)
Kyrgyzstan,2009,99.24,World Bank (WDI)
Kyrgyzstan,1999,98.70,World Bank (WDI)
Laos,2015,79.87,World Bank (WDI)
Laos,2005,72.70,World Bank (WDI)
Laos,2001,68.73,World Bank (WDI)
Laos,2000,69.58,World Bank (WDI)
Laos,1995,60.25,World Bank (WDI)
Late-demographic dividend,2010,94.78,World Bank (WDI)
Late-demographic dividend,2000,91.47,World Bank (WDI)
Late-demographic dividend,1990,82.48,World Bank (WDI)
Latin America & Caribbean,2010,92.62,World Bank (WDI)
Latin America & Caribbean,2000,89.74,World Bank (WDI)
Latin America & Caribbean,1990,87.46,World Bank (WDI)
Latin America & Caribbean (IDA & IBRD),2010,92.47,World Bank (WDI)
Latin America & Caribbean (IDA & IBRD),2000,89.47,World Bank (WDI)
Latin America & Caribbean (IDA & IBRD),1990,87.07,World Bank (WDI)
Latin America & Caribbean (excluding high income),2010,92.45,World Bank (WDI)
Latin America & Caribbean (excluding high income),2000,89.45,World Bank (WDI)
Latin America & Caribbean (excluding high income),1990,87.10,World Bank (WDI)
Latvia,2015,99.89,World Bank (WDI)
Latvia,2011,99.90,World Bank (WDI)
Latvia,2000,99.75,World Bank (WDI)
Latvia,1989,99.45,World Bank (WDI)
Least developed countries: UN classification,2010,60.57,World Bank (WDI)
Least developed countries: UN classification,2000,53.41,World Bank (WDI)
Least developed countries: UN classification,1990,45.83,World Bank (WDI)
Lebanon,2015,94.05,World Bank (WDI)
Lebanon,2007,89.61,World Bank (WDI)
Lesotho,2015,79.36,World Bank (WDI)
Lesotho,2009,75.80,World Bank (WDI)
Lesotho,2000,86.25,World Bank (WDI)
Liberia,2015,47.60,World Bank (WDI)
Liberia,2007,42.94,World Bank (WDI)
Liberia,2004,43.11,World Bank (WDI)
Liberia,1994,42.67,World Bank (WDI)
Liberia,1984,32.11,World Bank (WDI)
Libya,2015,91.39,World Bank (WDI)
Libya,2014,91.04,World Bank (WDI)
Libya,2004,85.42,World Bank (WDI)
Libya,1994,76.51,World Bank (WDI)
Libya,1984,60.16,World Bank (WDI)
Liechtenstein,2011,100.00,CIA World Factbook (2016)
Lithuania,2015,99.82,World Bank (WDI)
Lithuania,2011,99.82,World Bank (WDI)
Lithuania,2001,99.65,World Bank (WDI)
Lithuania,1989,98.44,World Bank (WDI)
Low income,2010,56.57,World Bank (WDI)
Low income,2000,52.69,World Bank (WDI)
Low income,1990,46.02,World Bank (WDI)
Lower middle income,2010,73.91,World Bank (WDI)
Lower middle income,2000,67.33,World Bank (WDI)
Lower middle income,1990,58.60,World Bank (WDI)
Luxembourg,2000,100.00,CIA World Factbook (2016)
Macao,2015,96.23,World Bank (WDI)
Macao,2011,95.64,World Bank (WDI)
Macao,2006,93.50,World Bank (WDI)
Macao,2001,91.30,World Bank (WDI)
Macao,1981,90.38,World Bank (WDI)
Macedonia,2015,97.84,World Bank (WDI)
Macedonia,2014,97.75,World Bank (WDI)
Macedonia,2002,96.13,World Bank (WDI)
Macedonia,1994,94.06,World Bank (WDI)
Madagascar,2015,64.66,World Bank (WDI)
Madagascar,2009,64.48,World Bank (WDI)
Madagascar,2000,70.69,World Bank (WDI)
Malawi,2015,65.96,World Bank (WDI)
Malawi,2010,61.31,World Bank (WDI)
Malawi,1998,64.13,World Bank (WDI)
Malawi,1987,48.54,World Bank (WDI)
Malaysia,2015,94.64,World Bank (WDI)
Malaysia,2010,93.12,World Bank (WDI)
Malaysia,2000,88.69,World Bank (WDI)
Malaysia,1991,82.92,World Bank (WDI)
Malaysia,1980,69.52,World Bank (WDI)
Maldives,2015,99.32,World Bank (WDI)
Maldives,2006,98.40,World Bank (WDI)
Maldives,2000,96.33,World Bank (WDI)
Maldives,1995,96.33,World Bank (WDI)
Maldives,1990,96.02,World Bank (WDI)
Maldives,1985,92.23,World Bank (WDI)
Maldives,1977,82.30,World Bank (WDI)
Mali,2015,33.07,World Bank (WDI)
Mali,2011,33.56,World Bank (WDI)
Mali,2010,31.10,World Bank (WDI)
Mali,2006,26.18,World Bank (WDI)
Mali,2003,24.00,World Bank (WDI)
Mali,1998,19.04,World Bank (WDI)
Mali,1976,9.43,World Bank (WDI)
Malta,2015,94.07,World Bank (WDI)
Malta,2011,93.31,World Bank (WDI)
Malta,2005,92.36,World Bank (WDI)
Malta,1995,87.87,World Bank (WDI)
Malta,1985,85.65,World Bank (WDI)
Marshall Islands,2015,98.27,World Bank (WDI)
Marshall Islands,2011,98.27,World Bank (WDI)
Mauritania,2015,52.12,World Bank (WDI)
Mauritania,2007,45.50,World Bank (WDI)
Mauritania,2000,51.21,World Bank (WDI)
Mauritius,2015,90.62,World Bank (WDI)
Mauritius,2014,92.47,World Bank (WDI)
Mauritius,2013,91.49,World Bank (WDI)
Mauritius,2012,91.77,World Bank (WDI)
Mauritius,2011,89.25,World Bank (WDI)
Mauritius,2000,84.30,World Bank (WDI)
Mauritius,1990,79.87,World Bank (WDI)
Mexico,2015,94.55,World Bank (WDI)
Mexico,2014,94.56,World Bank (WDI)
Mexico,2013,93.96,World Bank (WDI)
Mexico,2012,94.23,World Bank (WDI)
Mexico,2011,93.52,World Bank (WDI)
Mexico,2010,93.07,World Bank (WDI)
Mexico,2009,93.44,World Bank (WDI)
Mexico,2008,92.93,World Bank (WDI)
Mexico,2007,92.80,World Bank (WDI)
Mexico,2006,91.73,World Bank (WDI)
Mexico,2005,91.63,World Bank (WDI)
Mexico,2004,90.95,World Bank (WDI)
Mexico,2002,90.27,World Bank (WDI)
Mexico,2000,90.54,World Bank (WDI)
Mexico,1990,87.56,World Bank (WDI)
Mexico,1980,82.99,World Bank (WDI)
Mexico,1979,82.00,OxLAD
Mexico,1970,75.00,OxLAD
Mexico,1960,65.00,OxLAD
Mexico,1950,60.00,OxLAD
Mexico,1940,46.00,OxLAD
Mexico,1930,36.00,OxLAD
Mexico,1920,35.00,OxLAD
Mexico,1910,30.00,OxLAD
Mexico,1900,24.00,OxLAD
Micronesia,1980,89.00,CIA World Factbook (2016)
Middle East & North Africa,2010,80.75,World Bank (WDI)
Middle East & North Africa,2000,70.40,World Bank (WDI)
Middle East & North Africa,1990,58.50,World Bank (WDI)
Middle East & North Africa (IDA & IBRD),2010,78.23,World Bank (WDI)
Middle East & North Africa (IDA & IBRD),2000,67.77,World Bank (WDI)
Middle East & North Africa (IDA & IBRD),1990,55.75,World Bank (WDI)
Middle East & North Africa (excluding high income),2010,78.44,World Bank (WDI)
Middle East & North Africa (excluding high income),2000,68.02,World Bank (WDI)
Middle East & North Africa (excluding high income),1990,56.04,World Bank (WDI)
Middle income,2010,84.39,World Bank (WDI)
Middle income,2000,79.70,World Bank (WDI)
Middle income,1990,71.37,World Bank (WDI)
Moldova,2015,99.24,World Bank (WDI)
Moldova,2014,99.34,World Bank (WDI)
Moldova,2000,96.65,World Bank (WDI)
Moldova,1989,96.38,World Bank (WDI)
Monaco,2003,99.00,CIA World Factbook (2016)
Mongolia,2015,98.37,World Bank (WDI)
Mongolia,2010,98.26,World Bank (WDI)
Mongolia,2000,97.77,World Bank (WDI)
Montenegro,2015,98.72,World Bank (WDI)
Montenegro,2011,98.44,World Bank (WDI)
Montenegro,2003,97.77,World Bank (WDI)
Montenegro,1991,93.46,World Bank (WDI)
Montenegro,1981,89.64,World Bank (WDI)
Montserrat,1970,97.00,CIA World Factbook (2016)
Morocco,2015,71.71,World Bank (WDI)
Morocco,2011,67.08,World Bank (WDI)
Morocco,2009,56.08,World Bank (WDI)
Morocco,2008,55.15,World Bank (WDI)
Morocco,2004,52.31,World Bank (WDI)
Morocco,1994,41.59,World Bank (WDI)
Morocco,1982,30.26,World Bank (WDI)
Mozambique,2015,58.84,World Bank (WDI)
Mozambique,2009,50.58,World Bank (WDI)
Mozambique,2003,48.16,World Bank (WDI)
Mozambique,1997,38.71,World Bank (WDI)
Mozambique,1980,27.10,World Bank (WDI)
Myanmar,2015,93.09,World Bank (WDI)
Myanmar,2014,92.92,World Bank (WDI)
Myanmar,2000,89.94,World Bank (WDI)
Myanmar,1983,78.57,World Bank (WDI)
Namibia,2015,90.82,World Bank (WDI)
Namibia,2011,89.40,World Bank (WDI)
Namibia,2007,76.49,World Bank (WDI)
Namibia,2001,85.04,World Bank (WDI)
Namibia,1991,75.82,World Bank (WDI)
Nepal,2015,64.66,World Bank (WDI)
Nepal,2011,59.63,World Bank (WDI)
Nepal,2001,48.61,World Bank (WDI)
Nepal,1991,32.98,World Bank (WDI)
Nepal,1981,20.57,World Bank (WDI)
Netherlands,2003,99.00,CIA World Factbook (2016)
Netherlands,1750,85.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Netherlands,1650,53.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Netherlands,1550,12.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Netherlands,1475,17.00,"Buringh, E., & Van Zanden, J. L. (2009)"
New Caledonia,2015,96.94,World Bank (WDI)
New Caledonia,2014,96.81,World Bank (WDI)
New Caledonia,1996,96.14,World Bank (WDI)
New Caledonia,1989,93.08,World Bank (WDI)
New Caledonia,1976,91.30,World Bank (WDI)
New Zealand,2003,99.00,CIA World Factbook (2016)
Nicaragua,2015,82.47,World Bank (WDI)
Nicaragua,2005,78.00,World Bank (WDI)
Nicaragua,2001,76.68,World Bank (WDI)
Nicaragua,2000,66.00,"OxLAD, with additional source notes"
Nicaragua,1999,68.00,"OxLAD, with additional source notes"
Nicaragua,1998,68.00,"OxLAD, with additional source notes"
Nicaragua,1997,67.00,"OxLAD, with additional source notes"
Nicaragua,1996,67.00,"OxLAD, with additional source notes"
Nicaragua,1995,67.00,"OxLAD, with additional source notes"
Nicaragua,1994,66.00,"OxLAD, with additional source notes"
Nicaragua,1993,66.00,"OxLAD, with additional source notes"
Nicaragua,1992,65.00,"OxLAD, with additional source notes"
Nicaragua,1991,65.00,"OxLAD, with additional source notes"
Nicaragua,1990,65.00,"OxLAD, with additional source notes"
Nicaragua,1989,64.00,"OxLAD, with additional source notes"
Nicaragua,1988,64.00,"OxLAD, with additional source notes"
Nicaragua,1987,64.00,"OxLAD, with additional source notes"
Nicaragua,1986,63.00,"OxLAD, with additional source notes"
Nicaragua,1985,63.00,"OxLAD, with additional source notes"
Nicaragua,1984,63.00,"OxLAD, with additional source notes"
Nicaragua,1983,62.00,"OxLAD, with additional source notes"
Nicaragua,1982,62.00,"OxLAD, with additional source notes"
Nicaragua,1981,61.00,"OxLAD, with additional source notes"
Nicaragua,1980,61.00,"OxLAD, with additional source notes"
Nicaragua,1979,61.00,"OxLAD, with additional source notes"
Nicaragua,1978,60.00,"OxLAD, with additional source notes"
Nicaragua,1977,60.00,"OxLAD, with additional source notes"
Nicaragua,1976,59.00,"OxLAD, with additional source notes"
Nicaragua,1975,59.00,"OxLAD, with additional source notes"
Nicaragua,1974,59.00,"OxLAD, with additional source notes"
Nicaragua,1973,58.00,"OxLAD, with additional source notes"
Nicaragua,1972,58.00,"OxLAD, with additional source notes"
Nicaragua,1971,57.00,"OxLAD, with additional source notes"
Nicaragua,1970,57.00,"OxLAD, with additional source notes"
Nicaragua,1960,47.00,"OxLAD, with additional source notes"
Nicaragua,1950,38.00,"OxLAD, with additional source notes"
Nicaragua,1940,38.00,"OxLAD, with additional source notes"
Nicaragua,1930,39.00,"OxLAD, with additional source notes"
Nicaragua,1920,39.00,"OxLAD, with additional source notes"
Niger,2015,19.10,World Bank (WDI)
Niger,2012,15.46,World Bank (WDI)
Niger,2005,28.67,World Bank (WDI)
Niger,2001,14.38,World Bank (WDI)
Nigeria,2015,59.57,World Bank (WDI)
Nigeria,2008,51.08,World Bank (WDI)
Nigeria,2003,54.77,World Bank (WDI)
Nigeria,1991,55.45,World Bank (WDI)
Niue,2011,95.00,CIA World Factbook (2016)
North Korea,2015,100.00,World Bank (WDI)
North Korea,2008,100.00,World Bank (WDI)
Northern Mariana Islands,1980,97.00,CIA World Factbook (2016)
Norway,2011,100.00,CIA World Factbook (2016)
Oman,2015,93.97,World Bank (WDI)
Oman,2014,91.98,World Bank (WDI)
Oman,2010,87.20,World Bank (WDI)
Oman,2008,86.62,World Bank (WDI)
Oman,2003,81.36,World Bank (WDI)
Other small states,2010,83.65,World Bank (WDI)
Other small states,2000,78.84,World Bank (WDI)
Other small states,1990,73.34,World Bank (WDI)
Pacific island small states,2000,86.69,World Bank (WDI)
Pakistan,2015,56.44,World Bank (WDI)
Pakistan,2013,55.59,World Bank (WDI)
Pakistan,2012,56.76,World Bank (WDI)
Pakistan,2011,54.74,World Bank (WDI)
Pakistan,2010,55.38,World Bank (WDI)
Pakistan,2009,54.89,World Bank (WDI)
Pakistan,2008,55.53,World Bank (WDI)
Pakistan,2006,54.15,World Bank (WDI)
Pakistan,2005,49.87,World Bank (WDI)
Pakistan,1998,42.70,World Bank (WDI)
Pakistan,1981,25.73,World Bank (WDI)
Palau,2015,99.52,World Bank (WDI)
Palau,2013,99.52,World Bank (WDI)
Palau,2004,96.99,World Bank (WDI)
Palau,1994,94.43,World Bank (WDI)
Palau,1980,91.92,World Bank (WDI)
Palestine,2015,96.67,World Bank (WDI)
Palestine,2014,96.43,World Bank (WDI)
Palestine,2013,96.28,World Bank (WDI)
Palestine,2012,95.91,World Bank (WDI)
Palestine,2011,95.27,World Bank (WDI)
Palestine,2010,94.93,World Bank (WDI)
Palestine,2009,94.60,World Bank (WDI)
Palestine,2008,94.06,World Bank (WDI)
Palestine,2007,93.88,World Bank (WDI)
Palestine,2006,93.45,World Bank (WDI)
Palestine,2004,92.28,World Bank (WDI)
Palestine,1997,86.06,World Bank (WDI)
Panama,2015,95.04,World Bank (WDI)
Panama,2010,94.09,World Bank (WDI)
Panama,2000,91.90,World Bank (WDI)
Panama,1990,88.78,World Bank (WDI)
Panama,1980,88.07,World Bank (WDI)
Panama,1979,84.00,"OxLAD, with additional source notes"
Panama,1978,84.00,"OxLAD, with additional source notes"
Panama,1977,83.00,"OxLAD, with additional source notes"
Panama,1976,83.00,"OxLAD, with additional source notes"
Panama,1975,82.00,"OxLAD, with additional source notes"
Panama,1974,81.00,"OxLAD, with additional source notes"
Panama,1973,81.00,"OxLAD, with additional source notes"
Panama,1972,80.00,"OxLAD, with additional source notes"
Panama,1971,80.00,"OxLAD, with additional source notes"
Panama,1970,79.00,"OxLAD, with additional source notes"
Panama,1960,73.00,"OxLAD, with additional source notes"
Panama,1950,67.00,"OxLAD, with additional source notes"
Panama,1940,58.00,"OxLAD, with additional source notes"
Panama,1930,46.00,"OxLAD, with additional source notes"
Panama,1920,42.00,"OxLAD, with additional source notes"
Panama,1910,27.00,"OxLAD, with additional source notes"
Panama,1900,17.00,"OxLAD, with additional source notes"
Papua New Guinea,2015,63.43,World Bank (WDI)
Papua New Guinea,2014,63.10,World Bank (WDI)
Papua New Guinea,2000,57.34,World Bank (WDI)
Paraguay,2015,95.54,World Bank (WDI)
Paraguay,2014,94.62,World Bank (WDI)
Paraguay,2010,93.87,World Bank (WDI)
Paraguay,2009,93.75,World Bank (WDI)
Paraguay,2008,93.29,World Bank (WDI)
Paraguay,2007,94.56,World Bank (WDI)
Paraguay,1992,90.27,World Bank (WDI)
Paraguay,1982,87.00,"OxLAD, with additional source notes"
Paraguay,1981,86.00,"OxLAD, with additional source notes"
Paraguay,1980,86.00,"OxLAD, with additional source notes"
Paraguay,1979,85.00,"OxLAD, with additional source notes"
Paraguay,1978,85.00,"OxLAD, with additional source notes"
Paraguay,1977,84.00,"OxLAD, with additional source notes"
Paraguay,1976,84.00,"OxLAD, with additional source notes"
Paraguay,1975,83.00,"OxLAD, with additional source notes"
Paraguay,1974,82.00,"OxLAD, with additional source notes"
Paraguay,1973,82.00,"OxLAD, with additional source notes"
Paraguay,1972,81.00,"OxLAD, with additional source notes"
Paraguay,1971,80.00,"OxLAD, with additional source notes"
Paraguay,1970,80.00,"OxLAD, with additional source notes"
Paraguay,1960,73.00,"OxLAD, with additional source notes"
Paraguay,1950,66.00,"OxLAD, with additional source notes"
Paraguay,1940,59.00,"OxLAD, with additional source notes"
Paraguay,1930,52.00,"OxLAD, with additional source notes"
Paraguay,1920,45.00,"OxLAD, with additional source notes"
Paraguay,1910,38.00,"OxLAD, with additional source notes"
Paraguay,1900,31.00,"OxLAD, with additional source notes"
Peru,2015,94.37,World Bank (WDI)
Peru,2014,93.71,World Bank (WDI)
Peru,2012,93.84,World Bank (WDI)
Peru,2007,89.59,World Bank (WDI)
Peru,2006,88.70,World Bank (WDI)
Peru,2005,87.91,World Bank (WDI)
Peru,2004,87.67,World Bank (WDI)
Peru,1993,87.15,World Bank (WDI)
Peru,1981,81.92,World Bank (WDI)
Peru,1980,79.00,OxLAD
Peru,1979,79.00,OxLAD
Peru,1970,72.00,OxLAD
Peru,1960,60.00,OxLAD
Peru,1950,51.00,OxLAD
Peru,1940,42.00,OxLAD
Peru,1930,37.00,OxLAD
Peru,1920,33.00,OxLAD
Peru,1910,29.00,OxLAD
Peru,1900,24.00,OxLAD
Philippines,2015,96.62,World Bank (WDI)
Philippines,2013,96.40,World Bank (WDI)
Philippines,2008,95.42,World Bank (WDI)
Philippines,2003,92.59,World Bank (WDI)
Philippines,2000,92.60,World Bank (WDI)
Philippines,1990,93.57,World Bank (WDI)
Philippines,1980,83.32,World Bank (WDI)
Poland,2015,99.79,World Bank (WDI)
Poland,2014,99.77,World Bank (WDI)
Poland,2004,99.62,World Bank (WDI)
Poland,1994,99.40,World Bank (WDI)
Poland,1978,98.74,World Bank (WDI)
Poland,1750,5.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Poland,1650,3.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Poland,1550,0.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Poland,1475,0.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Portugal,2015,95.43,World Bank (WDI)
Portugal,2011,94.48,World Bank (WDI)
Portugal,1991,87.95,World Bank (WDI)
Portugal,1981,79.44,World Bank (WDI)
Pre-demographic dividend,2010,58.62,World Bank (WDI)
Pre-demographic dividend,2000,55.79,World Bank (WDI)
Pre-demographic dividend,1990,51.19,World Bank (WDI)
Puerto Rico,2015,93.33,World Bank (WDI)
Puerto Rico,2010,91.97,World Bank (WDI)
Puerto Rico,2004,90.53,World Bank (WDI)
Puerto Rico,1990,89.62,World Bank (WDI)
Puerto Rico,1980,86.75,World Bank (WDI)
Qatar,2015,97.76,World Bank (WDI)
Qatar,2014,97.75,World Bank (WDI)
Qatar,2013,97.48,World Bank (WDI)
Qatar,2012,96.68,World Bank (WDI)
Qatar,2011,96.41,World Bank (WDI)
Qatar,2010,96.28,World Bank (WDI)
Qatar,2009,94.72,World Bank (WDI)
Qatar,2008,93.99,World Bank (WDI)
Qatar,2007,93.08,World Bank (WDI)
Qatar,2004,88.96,World Bank (WDI)
Qatar,1997,83.26,World Bank (WDI)
Qatar,1986,75.64,World Bank (WDI)
Romania,2015,98.76,World Bank (WDI)
Romania,2011,98.60,World Bank (WDI)
Romania,2002,97.30,World Bank (WDI)
Romania,1992,96.71,World Bank (WDI)
Russia,2015,99.72,World Bank (WDI)
Russia,2010,99.68,World Bank (WDI)
Russia,2002,99.44,World Bank (WDI)
Russia,1989,97.99,World Bank (WDI)
Russia,1870,15.00,Broadberry and O'Rourke (2010)
Russia,1820,8.00,Broadberry and O'Rourke (2010)
Rwanda,2015,71.24,World Bank (WDI)
Rwanda,2012,68.33,World Bank (WDI)
Rwanda,2010,65.85,World Bank (WDI)
Rwanda,2000,64.89,World Bank (WDI)
Rwanda,1991,57.85,World Bank (WDI)
Rwanda,1978,38.24,World Bank (WDI)
Saint Helena,1987,97.00,CIA World Factbook (2016)
Saint Kitts and Nevis,2003,97.80,CIA World Factbook (2016)
Saint Lucia,2001,90.10,CIA World Factbook (2016)
Saint Pierre and Miquelon,1982,99.00,CIA World Factbook (2016)
Saint Vincent and the Grenadines,1970,95.63,World Bank (WDI)
Samoa,2015,99.02,World Bank (WDI)
Samoa,2011,98.97,World Bank (WDI)
Samoa,2004,98.54,World Bank (WDI)
Samoa,1991,97.94,World Bank (WDI)
San Marino,2011,96.00,CIA World Factbook (2016)
Sao Tome and Principe,2015,91.75,World Bank (WDI)
Sao Tome and Principe,2012,90.14,World Bank (WDI)
Sao Tome and Principe,2008,69.54,World Bank (WDI)
Sao Tome and Principe,2001,84.91,World Bank (WDI)
Sao Tome and Principe,1991,73.24,World Bank (WDI)
Sao Tome and Principe,1981,57.32,World Bank (WDI)
Saudi Arabia,2015,94.84,World Bank (WDI)
Saudi Arabia,2013,94.43,World Bank (WDI)
Saudi Arabia,2004,82.86,World Bank (WDI)
Saudi Arabia,2000,79.35,World Bank (WDI)
Saudi Arabia,1992,70.82,World Bank (WDI)
Senegal,2015,55.62,World Bank (WDI)
Senegal,2013,42.82,World Bank (WDI)
Senegal,2011,52.05,World Bank (WDI)
Senegal,2009,49.70,World Bank (WDI)
Senegal,2006,41.89,World Bank (WDI)
Senegal,2002,39.28,World Bank (WDI)
Senegal,1988,26.87,World Bank (WDI)
Serbia,2015,98.00,World Bank (WDI)
Serbia,2011,97.96,World Bank (WDI)
Serbia,2003,96.40,World Bank (WDI)
Seychelles,2015,95.32,World Bank (WDI)
Seychelles,2010,93.95,World Bank (WDI)
Seychelles,2002,91.84,World Bank (WDI)
Seychelles,1994,87.81,World Bank (WDI)
Seychelles,1987,84.23,World Bank (WDI)
Sierra Leone,2015,48.43,World Bank (WDI)
Sierra Leone,2014,47.19,World Bank (WDI)
Sierra Leone,2004,34.83,World Bank (WDI)
Singapore,2015,96.77,World Bank (WDI)
Singapore,2014,96.72,World Bank (WDI)
Singapore,2013,96.54,World Bank (WDI)
Singapore,2012,96.36,World Bank (WDI)
Singapore,2011,96.18,World Bank (WDI)
Singapore,2010,95.86,World Bank (WDI)
Singapore,2000,92.55,World Bank (WDI)
Singapore,1990,89.10,World Bank (WDI)
Singapore,1980,82.91,World Bank (WDI)
